Flight_Time_s,T_Climb_s,T_Hover_s,T_Dash_s,T_Loiter_s,T_Fig8_s,T_Land_s,Payload_kg,Wind_ms,Cruise_Alt_m,Avg_Speed_ms,SOC_Start,SOC_End,Battery_Consumed_Pct
1704,45,71,533,431,554,70,7.223927901,5,68,9.893380743,100,43.97887408,56.02112592
1806,59,86,485,533,589,54,2.543865897,14,92,11.16201988,100,73.82072518,26.17927482
1620,66,96,442,528,443,45,7.485550665,17,70,8.733069648,100,44.85353549,55.14646451
1768,50,61,548,529,494,86,3.262146212,18,78,9.501841985,100,70.17706211,29.82293789
1743,65,98,518,459,519,84,7.455441358,10,79,11.54563519,100,40.6045467,59.3954533
1547,40,78,454,469,424,82,2.313047027,15,60,7.331218897,100,79.02536957,20.97463043
1635,40,70,447,513,495,70,6.187521693,15,91,9.462727169,100,53.7264977,46.2735023
1697,91,78,454,431,591,52,5.353375917,11,71,6.954406358,100,58.05534516,41.94465484
1799,79,77,576,425,557,85,2.843377766,6,85,10.59835432,100,72.08176026,27.91823974
1664,97,111,444,539,426,47,6.184845753,9,85,8.350105556,100,52.92193329,47.07806671
1650,100,65,479,468,459,79,5.694852605,16,67,10.95695859,100,56.58820456,43.41179544
1875,47,118,468,581,582,79,2.501112296,4,74,11.50221446,100,72.95609759,27.04390241
1597,56,67,448,468,498,60,1.608422454,18,97,8.358427355,100,81.79119411,18.20880589
1846,95,79,472,579,561,60,5.49353025,9,77,7.302950208,100,53.19500957,46.80499043
1679,47,90,466,527,461,88,4.266845084,9,96,9.696485431,100,65.45901106,34.54098894
1535,54,100,420,434,476,51,2.69110654,12,62,7.750434053,100,77.24022439,22.75977561
1610,63,96,475,438,487,51,6.05150732,16,88,10.10057437,100,55.3553308,44.6446692
1737,85,68,432,516,554,82,6.548265473,9,86,9.360744536,100,48.10389749,51.89610251
1814,93,108,572,517,457,67,7.26954698,4,89,9.400103579,100,39.9399298,60.0600702
1738,89,84,478,488,550,49,2.899711995,14,94,10.50652004,100,72.70467756,27.29532244
1779,79,107,531,510,507,45,2.28501019,4,80,11.07516921,100,75.62586656,24.37413344
1765,47,106,558,517,450,87,4.312020863,9,97,9.172466804,100,63.32420572,36.67579428
1650,76,85,442,483,518,46,1.628444202,12,68,10.10619472,100,80.96188113,19.03811887
1918,60,120,556,537,579,66,3.381471619,13,63,8.696434283,100,66.85455576,33.14544424
1770,58,60,461,541,597,53,7.244453946,6,75,8.999513808,100,41.67619033,58.32380967
1821,49,75,515,567,550,65,7.816891662,10,85,9.75053082,100,35.03135284,64.96864716
1705,46,67,523,504,487,78,7.679658543,9,96,10.23499085,100,40.27488095,59.72511905
1720,40,119,489,492,512,68,6.089184144,17,78,10.51399291,100,51.84376377,48.15623623
1833,68,89,547,486,590,53,7.060109355,10,99,9.78021771,100,40.88596055,59.11403945
1747,64,74,516,476,548,69,7.408976543,11,90,10.23923722,100,40.92622994,59.07377006
1673,59,65,493,471,534,51,1.916382986,2,69,9.409550082,100,79.29003685,20.70996315
1613,46,74,445,479,482,87,2.757544709,3,86,10.69839173,100,75.42981051,24.57018949
1828,46,108,428,593,565,88,6.635289155,3,96,8.972714368,100,44.6875667,55.3124333
1668,83,120,480,459,482,44,5.453508486,18,91,9.211055907,100,57.92718677,42.07281323
1655,66,95,436,465,527,66,3.958223366,17,85,9.607478952,100,67.89854967,32.10145033
1606,44,116,429,432,523,62,5.811402842,10,97,8.178734985,100,57.1613838,42.8386162
1929,95,94,552,597,526,65,1.823045474,6,61,8.899011359,100,76.70348694,23.29651306
1770,93,75,484,474,595,49,5.440866896,14,81,10.32150145,100,55.40754431,44.59245569
1742,92,101,562,517,420,50,6.009634543,3,64,9.318611956,100,52.05549534,47.94450466
1930,63,119,589,581,500,78,5.128893145,8,77,10.70082371,100,53.68046791,46.31953209
1644,72,65,463,534,440,70,3.926565894,3,97,10.03905019,100,68.21885804,31.78114196
1841,51,87,508,575,549,71,4.68945686,7,96,11.78988557,100,58.91952789,41.08047211
1794,69,69,556,563,472,65,2.226449558,11,63,9.019044606,100,76.04804628,23.95195372
1829,97,66,579,581,458,48,2.752450051,15,69,8.746626196,100,72.28430134,27.71569866
1911,100,72,586,540,554,59,2.672233068,3,86,8.469347266,100,71.70970122,28.29029878
1802,62,108,433,599,560,40,2.190701178,17,79,10.47115123,100,75.99703347,24.00296653
1792,93,60,543,538,494,64,7.116812332,13,96,10.54861675,100,41.78875637,58.21124363
1856,85,75,551,549,511,85,4.438370808,2,75,7.79424012,100,60.72409446,39.27590554
1699,47,119,572,431,470,60,4.71659107,14,91,10.44210479,100,62.04387244,37.95612756
1761,93,68,456,532,560,52,7.474170113,9,85,11.09952917,100,39.95627296,60.04372704
1790,87,111,501,529,484,78,3.717133458,9,75,8.349149777,100,66.93613117,33.06386883
1867,84,93,561,500,585,44,5.475204724,16,84,10.47093803,100,52.61695574,47.38304426
1797,59,95,544,576,458,65,6.229277105,11,100,9.951225302,100,48.71802089,51.28197911
1691,49,84,471,463,536,88,3.058050528,14,77,9.838938004,100,72.60997827,27.39002173
1728,41,61,564,439,544,79,7.411859944,11,67,9.869631335,100,41.71571073,58.28428927
1853,53,119,450,590,593,48,6.111548754,18,92,10.51263957,100,48.01927912,51.98072088
1779,78,76,513,580,451,81,3.243354922,11,62,10.22374707,100,70.0505439,29.9494561
1713,99,73,435,484,552,70,2.132213872,2,67,10.18716948,100,77.4465936,22.5534064
1744,52,80,479,531,527,75,7.433223694,2,78,9.056969874,100,41.0003486,58.9996514
1608,48,91,427,476,478,88,5.739478579,15,66,9.461989616,100,57.5893781,42.4106219
1793,71,87,508,539,511,77,4.680726585,9,68,10.01102851,100,60.15508613,39.84491387
1790,89,96,478,555,506,66,6.695613171,9,98,9.273828627,100,45.31744966,54.68255034
1605,83,68,525,455,431,43,4.256109463,4,79,10.65723962,100,66.99445249,33.00554751
1592,53,74,489,426,482,68,4.88119848,4,98,10.05034283,100,63.46496453,36.53503547
1639,72,115,536,447,429,40,1.934295909,11,82,10.44800804,100,79.4662442,20.5337558
1745,49,64,550,500,512,70,4.930129853,4,68,9.880417356,100,59.57274551,40.42725449
1773,94,91,572,461,497,58,2.292451064,6,96,7.005302983,100,76.05510981,23.94489019
1771,97,61,521,581,450,61,7.638474436,5,88,10.90118495,100,38.22091915,61.77908085
1905,98,71,541,553,568,74,5.18934125,16,73,10.61385974,100,53.81344284,46.18655716
1891,42,112,515,596,578,48,1.725499356,4,73,10.93899538,100,77.48409332,22.51590668
1751,80,110,466,559,494,42,1.877044298,9,74,9.86706161,100,78.43096608,21.56903392
2017,47,119,590,588,598,75,7.819952033,3,95,9.58620728,100,27.7473843,72.2526157
1872,97,98,579,442,567,89,3.913529201,3,88,9.577344533,100,63.95772517,36.04227483
1730,70,115,442,574,451,78,7.43278593,13,69,10.818319,100,41.32971433,58.67028567
1845,99,98,560,582,461,45,5.439413935,8,78,10.66614161,100,53.42991367,46.57008633
1649,79,96,449,495,486,44,4.259054913,14,93,9.928385093,100,66.06830742,33.93169258
1751,90,115,446,475,561,64,7.963208616,17,69,9.504871507,100,36.34089199,63.65910801
1913,82,76,592,584,502,77,7.208407891,18,82,8.187005372,100,37.19962678,62.80037322
1579,95,64,426,523,421,50,7.960313475,8,82,11.23285403,100,42.62912751,57.37087249
1988,81,112,577,582,572,64,6.649763182,5,60,12.03311962,100,39.37213152,60.62786848
1587,66,85,429,467,464,76,1.924670717,9,80,8.656608309,100,80.32161721,19.67838279
1720,55,63,538,470,548,46,2.27467872,4,87,9.54638285,100,76.7134821,23.2865179
1711,82,79,565,452,463,70,1.798285742,3,81,10.23074862,100,79.34686507,20.65313493
1715,81,74,450,575,479,56,6.821344428,12,95,10.11501506,100,46.57545926,53.42454074
1897,92,103,524,554,556,68,6.462789774,4,76,10.97194033,100,43.81926902,56.18073098
1750,85,73,495,563,492,42,5.857248885,11,92,11.56933232,100,52.74102334,47.25897666
1613,52,108,424,427,515,87,1.778608435,12,68,8.000198768,100,80.80213248,19.19786752
1722,41,85,527,455,564,50,5.40764873,12,84,11.57589541,100,56.61762088,43.38237912
1831,53,115,577,525,521,40,5.489971565,17,67,10.60324102,100,53.3714603,46.6285397
1800,51,94,539,544,484,88,2.895166288,16,65,8.572554991,100,72.01170113,27.98829887
1709,85,86,492,487,500,59,6.363766134,8,69,10.70107877,100,50.23878248,49.76121752
1690,40,113,458,543,447,89,4.361825015,12,62,8.070855439,100,64.77060856,35.22939144
1680,56,77,483,578,436,50,7.294153259,14,80,9.829095573,100,44.24132065,55.75867935
1792,41,88,464,586,549,64,3.784895565,14,72,8.844141657,100,66.35633948,33.64366052
1784,71,109,512,474,576,42,4.945429712,13,63,9.066314669,100,58.6764612,41.3235388
1648,64,67,587,421,453,56,7.355718009,9,89,10.1995439,100,44.73968075,55.26031925
1800,59,76,570,546,480,69,2.439489572,14,62,9.021238516,100,74.71532587,25.28467413
1908,66,77,542,591,560,72,3.215809295,6,71,9.502736811,100,68.09326689,31.90673311
1590,41,81,445,494,447,82,6.354307928,11,90,10.3642971,100,53.81778726,46.18221274
1693,78,80,470,498,483,84,2.142656991,15,90,8.367514908,100,77.82394803,22.17605197
1775,44,67,597,436,544,87,6.026920016,7,60,10.5739567,100,50.86432718,49.13567282
1877,94,107,571,478,554,73,7.248701749,2,65,9.658703073,100,37.90080939,62.09919061
1783,46,97,438,564,583,55,3.692919514,17,71,8.549554133,100,67.24142512,32.75857488
1782,46,95,577,544,463,57,1.544082618,10,71,11.5253154,100,79.69002068,20.30997932
1723,45,115,457,489,539,78,1.939222502,8,82,9.608653846,100,78.45039907,21.54960093
1818,69,70,485,579,554,61,4.86296845,18,67,8.452245327,100,58.50020343,41.49979657
1707,51,85,473,547,463,88,2.11299468,5,97,9.659797648,100,77.65592783,22.34407217
1637,55,118,460,491,460,53,2.506950478,11,72,11.14817107,100,76.34097993,23.65902007
1801,68,84,438,538,599,74,7.985283869,17,77,9.03096546,100,34.37210571,65.62789429
1857,78,102,575,488,548,66,5.75620859,12,77,10.69145447,100,50.69411955,49.30588045
1933,100,108,563,534,566,62,4.325393175,13,74,10.75683872,100,59.63218949,40.36781051
1807,80,119,589,524,434,61,2.323311543,10,94,9.79431464,100,75.16832597,24.83167403
1801,77,69,492,579,517,67,7.971602717,10,67,10.96153779,100,34.346772,65.653228
1660,58,99,472,466,484,81,2.694344362,6,78,9.195003992,100,75.2263116,24.7736884
1807,40,111,507,504,584,61,5.335413487,5,82,10.18744613,100,55.14420351,44.85579649
1806,77,70,492,516,578,73,6.043557602,3,82,10.55996365,100,49.88540153,50.11459847
1903,83,66,566,535,582,71,2.319162525,10,92,10.47527477,100,73.73147313,26.26852687
1747,76,73,540,448,560,50,5.709127762,10,76,10.05173298,100,54.01125934,45.98874066
1718,64,66,455,485,578,70,6.217392946,6,66,8.698338538,100,51.26191869,48.73808131
1586,92,74,450,424,478,68,3.82977964,17,70,9.989355804,100,69.91491211,30.08508789
1647,75,78,498,444,474,78,6.727609014,2,93,9.222434697,100,49.52680931,50.47319069
1825,55,106,582,460,541,81,3.251750068,18,61,9.760086659,100,69.18029797,30.81970203
1867,96,117,528,591,493,42,7.183049628,8,98,9.969014841,100,38.69847538,61.30152462
1763,92,106,482,489,527,67,1.707606664,16,72,7.785867344,100,79.3948358,20.6051642
1904,97,92,541,529,555,90,7.055436741,6,73,10.77115038,100,38.56977631,61.43022369
1759,98,104,553,451,484,69,7.072587682,18,89,9.31079782,100,43.301227,56.698773
1675,41,67,460,501,516,90,6.919211148,15,78,9.646590639,100,47.24570278,52.75429722
1578,51,104,451,439,476,57,7.870373622,2,89,10.46035145,100,43.38819657,56.61180343
1767,90,107,520,426,541,83,3.345463456,7,76,9.945028417,100,69.57352669,30.42647331
1781,94,97,492,484,537,77,3.844976599,6,62,9.887721357,100,66.09241846,33.90758154
1783,41,60,599,456,569,58,7.728140995,2,89,9.614250969,100,37.1136506,62.8863494
1308,82,935,60,64,88,79,2.215292802,15,78,1.744953315,100,82.71288695,17.28711305
1464,94,954,117,92,118,89,5.604022286,8,93,2.552066165,100,62.26573542,37.73426458
1345,96,889,110,120,82,48,6.994840616,17,81,3.054568647,100,57.352967,42.647033
1286,59,898,84,65,96,84,5.315872269,18,93,2.271385241,100,68.40229394,31.59770606
1429,73,999,89,101,89,78,3.446561946,17,82,2.603450091,100,75.0225095,24.9774905
1357,71,970,111,83,76,46,3.115163722,3,68,2.744162306,100,77.86440272,22.13559728
1282,48,919,104,86,72,53,5.108352566,2,88,2.425016709,100,69.61694336,30.38305664
1279,79,812,117,114,102,55,4.624916402,16,100,3.579744413,100,72.06206089,27.93793911
1407,62,991,116,118,72,48,1.99549138,10,74,2.53855757,100,82.32535507,17.67464493
1330,73,863,120,104,94,76,5.353974745,13,83,2.493939136,100,67.15049845,32.84950155
1215,78,827,82,112,75,41,4.275438629,17,100,2.835571599,100,75.10204577,24.89795423
1377,51,962,109,89,106,60,5.433427388,6,100,2.700347297,100,65.48621462,34.51378538
1243,86,826,114,73,83,61,2.501055771,10,89,2.397784739,100,82.40034006,17.59965994
1353,89,872,119,93,106,74,2.650604283,16,99,2.939927308,100,80.10691084,19.89308916
1299,88,905,96,73,82,55,6.925049065,16,68,1.911178682,100,59.29581394,40.70418606
1271,69,812,108,81,111,90,7.828982365,12,94,3.404424065,100,54.84610851,45.15389149
1302,80,903,113,63,88,55,3.81636987,2,79,2.783539554,100,75.54146522,24.45853478
1330,92,893,111,73,109,52,2.481822003,17,67,2.541233646,100,81.24173052,18.75826948
1350,95,903,120,83,72,77,7.596334585,11,100,2.939259363,100,53.44012844,46.55987156
1330,61,983,77,70,87,52,2.264276017,17,72,2.287386598,100,82.12307472,17.87692528
1321,74,938,114,76,64,55,5.499728697,13,60,2.568950456,100,66.57244294,33.42755706
1401,75,999,88,90,76,73,4.73920885,9,92,1.90525876,100,68.7944474,31.2055526
1294,49,842,102,118,98,85,3.449760399,12,76,3.450103914,100,77.40780575,22.59219425
1300,63,918,74,99,82,64,5.943034086,7,68,2.152935706,100,64.75617978,35.24382022
1220,53,850,75,74,86,82,3.669684037,6,76,2.513897495,100,77.71906867,22.28093133
1233,59,887,79,66,100,42,2.760183615,15,85,2.70831118,100,81.41676878,18.58323122
1216,45,835,60,95,103,78,4.744390027,6,68,2.189193373,100,72.99758757,27.00241243
1311,61,928,110,62,108,42,7.780087247,10,68,1.984380697,100,53.78377376,46.21622624
1154,72,801,69,76,62,74,3.268925478,17,72,2.251400935,100,80.6308964,19.3691036
1260,74,874,82,61,101,68,4.749669847,10,61,2.049810118,100,71.97910763,28.02089237
1266,40,814,103,108,115,86,6.643703237,6,91,2.820589583,100,61.85671724,38.14328276
1405,88,995,85,74,89,74,2.354709666,3,85,2.378798766,100,80.70965542,19.29034458
1322,69,889,108,92,100,64,7.644597029,4,94,2.404848268,100,54.17042479,45.82957521
1279,40,812,116,115,110,86,3.182210746,18,73,3.050011982,100,78.92744273,21.07255727
1248,66,811,86,111,97,77,6.550880889,13,87,2.640251642,100,62.90653264,37.09346736
1189,51,845,85,60,105,43,3.614515095,14,98,2.75229419,100,78.52607617,21.47392383
1288,61,931,89,83,79,45,5.028065839,12,77,1.97301601,100,69.84831949,30.15168051
1266,68,853,98,94,93,60,3.953370007,10,75,3.095754692,100,75.55793981,24.44206019
1302,64,911,96,90,95,46,2.391292855,6,77,2.446982628,100,82.02763649,17.97236351
1152,54,813,90,67,84,44,5.73243273,7,91,2.097838781,100,69.75516247,30.24483753
1282,78,853,114,78,103,56,3.725228906,11,89,3.023029967,100,76.36303626,23.63696374
1282,82,913,80,80,64,63,5.350262729,17,74,2.205269582,100,68.38167869,31.61832131
1396,82,941,91,97,105,80,5.217699996,8,86,2.85330256,100,66.20129069,33.79870931
1224,70,803,86,115,62,88,5.16660454,16,73,2.631227322,100,70.71820064,29.28179936
1255,54,870,94,93,85,59,3.904402949,5,67,2.092520712,100,76.06620978,23.93379022
1234,86,854,71,63,85,75,3.324734359,5,75,1.849447047,100,79.06977576,20.93022424
1399,63,953,116,102,119,46,5.085287758,2,100,2.787205536,100,66.86908352,33.13091648
1272,47,900,109,80,90,46,4.01452471,11,86,2.224349578,100,75.25248467,24.74751533
1325,56,905,92,113,117,42,4.850517597,8,83,2.89634102,100,69.85024441,30.14975559
1460,78,992,106,92,111,81,5.610118115,3,100,2.211012984,100,62.37472118,37.62527882
1342,64,906,115,80,100,77,6.444707096,12,65,2.402877611,100,60.74549363,39.25450637
1408,97,962,119,91,66,73,5.110451207,9,69,2.39527189,100,66.60427501,33.39572499
1299,41,915,94,105,64,80,7.070082929,18,67,2.05197216,100,58.47512234,41.52487766
1386,92,932,66,95,118,83,4.951030077,17,67,2.60639521,100,67.97523089,32.02476911
1408,80,995,77,92,116,48,6.06982378,6,90,1.898743377,100,61.04265882,38.95734118
1239,52,852,64,104,110,57,2.169274759,17,92,3.036688826,100,83.7369871,16.2630129
1258,99,853,112,82,68,44,5.828281275,16,65,2.377967886,100,66.55342689,33.44657311
1427,63,989,70,116,106,83,3.918440729,8,90,2.01508782,100,72.66444127,27.33555873
1419,71,975,83,113,92,85,2.19788434,9,84,1.94078553,100,81.26483812,18.73516188
1242,51,842,96,96,70,87,2.878297913,13,64,2.031732597,100,80.85731383,19.14268617
1328,81,856,107,118,101,65,2.811206921,10,62,2.989154051,100,79.76512732,20.23487268
1361,81,914,93,119,98,56,3.370383108,11,64,2.1844593,100,76.68454051,23.31545949
1282,69,857,96,80,118,62,7.122088395,18,81,3.009333396,100,58.61584742,41.38415258
1274,68,860,91,110,92,53,5.896493532,14,99,3.405946167,100,65.58491741,34.41508259
1281,91,856,107,92,69,66,2.713797884,7,74,2.342168737,100,80.99036936,19.00963064
1317,89,934,77,68,74,75,6.146629744,14,71,1.661849208,100,63.17373843,36.82626157
1278,81,856,95,97,109,40,4.741295688,18,62,3.156315344,100,71.54719963,28.45280037
1313,41,909,92,113,71,87,7.921137831,15,68,2.703678571,100,52.88576036,47.11423964
1252,63,848,89,102,68,82,3.652828779,12,100,2.369779084,100,77.2496987,22.7503013
1318,42,895,83,92,120,86,6.886748295,10,98,2.642120143,100,58.86759711,41.13240289
1291,93,861,85,109,82,61,6.573347037,10,60,2.703602276,100,61.54848873,38.45151127
1251,45,894,98,92,68,54,5.838738178,14,63,2.247723794,100,66.7046131,33.2953869
1380,95,967,83,104,77,54,6.667489001,17,100,2.059214958,100,58.24728394,41.75271606
1382,53,945,107,102,97,78,1.661475741,17,72,2.548609257,100,84.05910918,15.94089082
1221,41,894,62,86,69,69,3.641135535,2,80,1.810266434,100,77.89950805,22.10049195
1318,81,909,81,100,101,46,2.054722874,5,93,2.225590058,100,83.24512014,16.75487986
1339,74,927,84,75,117,62,7.591771241,11,78,2.405192977,100,53.93127436,46.06872564
1376,78,978,89,98,88,45,5.626450574,13,81,2.201986143,100,64.49073288,35.50926712
1255,97,802,70,106,110,70,2.201300005,9,64,3.131015191,100,83.42676013,16.57323987
1236,96,856,63,110,70,41,7.628574421,14,81,2.633606793,100,57.3595991,42.6404009
1234,51,847,72,75,117,72,5.013419776,7,91,2.809604051,100,71.19597477,28.80402523
1249,98,831,116,85,73,46,4.026954259,4,93,2.914822385,100,75.58943297,24.41056703
1239,58,886,100,83,68,44,5.039024989,3,70,2.191294778,100,70.96708323,29.03291677
1197,41,801,107,87,77,84,6.855243724,12,72,2.626131558,100,62.88524565,37.11475435
1230,85,829,60,67,115,74,3.350508614,12,86,2.00585414,100,79.01203833,20.98796167
1256,56,849,117,61,115,58,7.741478703,4,64,2.677728973,100,55.95141228,44.04858772
1385,93,932,76,100,99,85,7.698560098,3,87,2.153914709,100,51.64989401,48.35010599
1239,96,833,82,75,110,43,3.678620767,9,96,3.132152768,100,77.35413902,22.64586098
1326,48,922,100,111,90,55,5.107791444,12,71,2.364130717,100,68.58273244,31.41726756
1274,46,928,64,82,77,77,1.816975055,5,66,2.016118259,100,84.81516815,15.18483185
1293,95,855,65,107,100,71,6.42157871,6,62,1.765540581,100,62.38678944,37.61321056
1266,40,871,74,116,106,59,5.987202795,5,74,2.292430398,100,65.47007664,34.52992336
1322,55,893,80,106,108,80,6.042672376,12,88,3.006654013,100,63.46116824,36.53883176
1165,55,819,69,79,96,47,2.068581439,13,95,2.428225354,100,85.08788516,14.91211484
1150,81,829,63,68,60,49,1.550584495,15,62,1.945171268,100,87.2215399,12.7784601
1325,87,948,65,88,77,60,1.746088379,7,62,2.127564006,100,84.42371122,15.57628878
1301,60,889,66,103,104,79,7.163203911,14,77,1.768606242,100,57.82434302,42.17565698
1343,87,968,81,71,83,53,1.809195098,15,98,1.789758539,100,83.96539462,16.03460538
1327,69,881,104,78,109,86,3.406312101,6,60,2.304770083,100,77.07833026,22.92166974
1403,41,992,92,106,95,77,3.672376025,14,91,2.021278428,100,74.40525917,25.59474083
1202,65,811,95,78,84,69,7.012843919,10,73,2.437610527,100,61.86806283,38.13193717
1311,100,909,94,71,73,64,2.457829909,18,72,1.638477103,100,81.66291728,18.33708272
1206,63,818,119,71,70,65,7.589671564,6,68,3.036303426,100,58.55280744,41.44719256
1304,49,980,62,61,95,57,1.834607983,8,80,2.136117976,100,84.31204938,15.68795062
1340,96,957,74,95,72,46,7.375941853,13,68,1.834821396,100,55.29706833,44.70293167
1258,46,906,97,77,72,60,7.419803573,14,88,2.376376362,100,57.78020741,42.21979259
1281,70,854,101,105,83,68,2.552359054,17,74,2.52371168,100,81.65880759,18.34119241
1399,75,996,86,107,94,41,5.47554134,11,90,1.866912565,100,64.73686691,35.26313309
1261,62,900,109,74,61,55,4.149088944,5,81,2.198183729,100,74.78648443,25.21351557
1396,83,940,114,102,117,40,6.868531847,4,72,3.20004393,100,56.50749175,43.49250825
1398,79,957,89,84,113,76,1.722739752,10,93,2.46187852,100,83.66638023,16.33361977
1350,84,979,106,72,62,47,1.569357706,3,93,2.223150843,100,84.86428047,15.13571953
1357,50,950,80,78,109,90,2.336182788,5,89,2.057743999,100,81.48199992,18.51800008
1223,60,830,80,66,107,80,5.248045179,5,99,2.471489488,100,70.2898819,29.7101181
1309,51,879,80,116,111,72,2.014745536,5,84,2.949761922,100,83.46704995,16.53295005
1268,90,803,88,117,87,83,2.905882346,3,95,2.80086397,100,80.2997902,19.7002098
1292,40,863,92,110,101,86,4.321658328,2,81,3.129028561,100,73.29464825,26.70535175
1215,68,833,88,87,67,72,2.595330777,18,91,2.380444468,100,82.38446378,17.61553622
1322,74,861,106,100,117,64,4.278281726,4,96,2.194655339,100,72.92112757,27.07887243
1238,77,840,101,61,73,86,6.629820887,11,81,2.504388468,100,62.80266068,37.19733932
1369,100,959,89,67,72,82,4.966532178,3,91,1.832567033,100,68.30152743,31.69847257
1265,76,854,86,116,90,43,6.30199014,4,73,2.57475301,100,63.79268367,36.20731633
1329,43,928,114,81,100,63,4.419618116,4,87,2.651043724,100,72.05093043,27.94906957
1307,53,974,102,70,60,48,1.610701651,16,78,2.449528484,100,85.08700775,14.91299225
1193,52,838,72,103,75,53,7.360544227,14,68,2.210737033,100,60.28897769,39.71102231
1234,58,828,111,77,115,45,2.934379242,8,79,3.109082207,100,80.68891712,19.31108288
1210,82,823,81,78,78,68,3.345376708,10,85,2.118796349,100,79.37306722,20.62693278
1335,41,951,115,81,64,83,4.554666583,15,92,2.305196562,100,71.22699153,28.77300847
1319,94,892,74,71,111,77,5.072191195,17,63,2.046350984,100,68.94705915,31.05294085
1217,40,818,115,93,99,52,2.196074597,16,87,3.217945372,100,83.93119704,16.06880296
1247,67,805,91,120,104,60,2.013384771,12,85,3.017372786,100,84.30621393,15.69378607
1382,76,962,88,101,106,49,5.225669295,10,84,2.155241864,100,66.59595944,33.40404056
1272,46,873,110,67,99,77,6.504526008,9,85,2.373372512,100,62.50229666,37.49770334
1235,58,826,80,100,91,80,2.184677075,18,89,2.332867822,100,83.7686645,16.2313355
1368,77,931,96,108,97,59,1.93468074,6,83,3.248921612,100,83.02528751,16.97471249
1247,41,879,76,82,107,62,1.88944233,4,67,2.424063531,100,84.80026419,15.19973581
1304,59,904,99,91,100,51,1.811963212,11,62,3.01198163,100,84.33601414,15.66398586
1203,85,843,84,76,64,51,2.058476652,9,100,2.58109484,100,84.64171695,15.35828305
1355,82,985,89,90,60,49,4.849425536,16,79,2.096244257,100,69.26211534,30.73788466
1337,74,915,60,117,97,74,5.470368673,15,91,2.372843505,100,66.30964253,33.69035747
1252,60,863,83,113,92,41,6.067986628,10,77,2.869720304,100,65.37194358,34.62805642
1236,62,871,76,76,105,46,6.203923147,9,70,1.983212968,100,65.15282382,34.84717618
1371,43,938,104,111,93,82,3.47861989,7,92,2.594167705,100,75.92457735,24.07542265
1247,91,809,91,74,115,67,6.432228887,13,62,2.792395306,100,63.61374278,36.38625722
1352,90,873,108,113,101,67,7.071043604,2,64,2.430504568,100,56.74808663,43.25191337
1375,86,939,107,115,78,50,2.146707562,3,96,1.99324043,100,82.12329812,17.87670188
1278,99,828,110,113,64,64,5.31680446,11,62,2.714068114,100,68.69765472,31.30234528
1383,84,967,111,62,115,44,6.269289908,15,90,2.453422727,100,60.53879051,39.46120949
1375,54,943,107,95,113,63,4.894298827,2,94,2.580946499,100,68.48113094,31.51886906
1326,44,874,109,118,120,61,3.189749209,13,100,2.84359441,100,78.09718605,21.90281395
1232,83,832,79,109,73,56,3.699896186,9,77,2.945182287,100,77.39147119,22.60852881
1303,65,929,78,77,86,68,3.790146084,3,78,2.092288885,100,75.67025695,24.32974305
1398,71,989,98,103,85,52,2.347762805,5,65,1.769687825,100,80.90480414,19.09519586
1244,58,817,85,82,112,90,6.713834614,14,98,2.657509959,100,62.09884458,37.90115542
1387,62,988,102,74,105,56,3.8213786,18,62,2.060181623,100,73.94159677,26.05840323
1349,91,858,118,104,112,66,4.7031613,5,75,2.554440881,100,70.20121407,29.79878593
1344,40,976,111,80,65,72,7.740099821,13,62,2.049639272,100,52.89450118,47.10549882
1297,45,919,78,107,99,49,7.5323408,16,76,2.649566773,100,55.82159558,44.17840442
1257,86,811,103,71,120,66,2.383056428,11,71,2.324765279,100,82.7347679,17.2652321
1364,79,921,71,112,92,89,3.264840972,8,82,2.305471269,100,77.10175182,22.89824818
1389,72,960,99,88,93,77,7.669026506,12,71,2.375915013,100,51.68439317,48.31560683
1369,95,911,105,101,68,89,2.28508533,6,81,2.684484798,100,81.5203564,18.4796436
1340,82,849,98,118,104,89,1.995375697,3,77,3.065328147,100,83.17159944,16.82840056
1273,59,932,90,69,78,45,4.913122965,9,91,2.228218361,100,70.74810969,29.25189031
1341,78,971,89,61,74,68,5.913179326,16,95,2.344428156,100,63.71755352,36.28244648
1386,96,952,80,113,92,53,4.58302854,4,64,1.978991446,100,70.034779,29.965221
1244,76,839,108,108,65,48,1.792572714,4,66,2.818458922,100,85.20171189,14.79828811
1300,47,921,89,92,73,78,3.613140138,6,84,2.594290609,100,76.56854681,23.43145319
1288,78,931,80,89,60,50,2.794240849,16,70,1.550317362,100,80.52309607,19.47690393
1325,98,890,114,88,95,40,1.939010681,7,95,3.15746535,100,83.56618805,16.43381195
1323,85,932,77,92,63,74,4.199452285,4,89,1.995797482,100,73.26818736,26.73181264
1257,92,822,103,93,91,56,4.5331514,8,97,2.954444046,100,72.97497023,27.02502977
1305,86,860,111,101,80,67,3.578230556,13,66,2.777913279,100,76.6547828,23.3452172
1291,69,940,91,77,60,54,3.079349747,2,94,2.109314122,100,79.13131765,20.86868235
1356,87,926,64,100,91,88,2.5081004,5,87,2.445074717,100,80.71039611,19.28960389
1309,70,906,105,76,74,78,6.236665955,8,60,2.329194832,100,62.88287105,37.11712895
1322,74,872,69,114,115,78,2.580341343,8,99,2.854403499,100,80.88328236,19.11671764
